Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Survey,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Churn_Yes,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
0,44,32495.96,12.69031,8,1,1,70.49442,144.9889,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
6,63,79243.91,13.72414,11,0,0,44.46693,147.4738,4.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
1,54,9384.69,12.75083,17,0,0,48.84821,210.1051,3.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
0,76,45316.27,11.80588,16,0,0,68.49174,184.961,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0
3,64,41097.52,12.91854,15,5,0,70.40902,232.6415,3.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0
0,70,12458.49,16.19881,13,0,0,59.48026,202.65,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
2,41,37875.94,10.64504,12,1,0,69.39129,114.9658,3.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
0,58,4660.45,7.757951,14,0,2,42.59461,174.9919,4.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0
3,55,11628.95,9.225774,14,2,0,57.07243,149.9447,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
0,31,9193.97,14.61358,12,0,1,52.37668,112.4551,3.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
10,44,17438.83,5.597195,13,0,0,64.60077,147.4713,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0
1,78,160216.1,9.550874,15,1,0,61.97321,162.4689,4.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
9,86,25972.02,10.1937,10,1,1,68.05839,194.9581,4.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0
2,50,7977.67,12.63277,10,3,1,49.45192,159.9805,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1
2,88,11116.97,11.06487,15,1,0,65.90788,184.9963,4.0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0
4,53,11738.87,13.82399,8,1,0,68.22677,187.6094,4.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,67,27422.23,10.46708,9,1,0,38.14529,147.4783,3.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
1,67,31959.4,11.8759,15,2,1,63.03296,179.9476,3.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
10,26,11659.0,11.6119,11,3,0,56.56173,104.9643,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,80,67034.95,8.593063,12,1,1,70.39578,277.6375,4.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0
3,58,16271.47,8.690721,12,0,2,68.75872,112.4551,3.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
3,29,95064.28,9.867609,16,1,1,70.49752,257.6375,4.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0
1,19,16283.13,8.037899,12,2,0,60.98712,184.9634,3.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0
1,34,48598.8,8.263521,5,1,0,46.07603,149.9845,3.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
0,81,81288.92,8.050811,16,3,0,71.45681,147.4421,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
5,65,119017.8,5.256307,12,1,1,58.45672,139.9512,3.0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1
1,73,15679.34,8.840278,8,2,0,47.27475,200.1185,4.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0
4,75,39403.71,8.594974,9,1,0,67.57013,207.4974,4.0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0
2,67,9724.88,13.38666,12,1,1,63.00932,142.4713,4.0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0
1,29,36088.07,8.729941,13,0,0,62.71074,95.01949,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0
1,56,53714.51,8.396286,12,1,0,68.59815,214.9525,4.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1
3,73,60461.6,10.88242,13,0,0,45.82729,137.5165,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0
2,46,6047.31,5.920795,11,1,0,64.99061,204.961,2.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1
0,38,21939.65,12.72643,8,2,0,66.42219,242.6435,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0
2,77,18143.49,8.67513,13,1,0,69.44118,179.9476,3.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0
0,23,34414.35,13.96183,10,0,0,55.7768,114.9509,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
1,79,82450.93,17.44896,17,0,0,59.83107,179.9794,4.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1
1,68,14475.95,15.76032,13,1,0,41.18372,114.9976,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0
3,41,46184.74,15.47722,13,0,0,61.85639,147.4783,3.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
3,43,48836.24,14.15469,14,2,1,63.13788,252.624,3.0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0
3,66,19200.57,8.027062,7,2,1,56.50636,149.9447,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,28,96575.06,7.469608,11,1,1,66.15184,177.6508,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0
8,23,62886.29,6.87197,19,1,0,60.8833,222.6362,3.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1
1,32,14842.19,10.78213,12,2,0,62.23915,212.6557,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0
3,46,34315.35,13.07377,15,2,0,63.59084,184.9634,5.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1
8,87,80447.93,10.38714,17,2,0,65.33881,169.9928,3.0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0,67,17871.59,11.44228,13,1,0,60.3736,212.6415,3.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0
1,24,21409.9,7.793657,12,1,0,51.7077,252.6378,4.0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1
0,33,42921.65,10.46363,13,0,0,66.00877,252.6378,4.0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1
1,79,40909.6,13.03666,14,2,0,71.58237,117.4686,5.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
3,63,53755.23,12.0758,9,1,0,59.9737,107.4958,3.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
4,73,71134.21,9.067273,18,0,0,71.89152,124.9781,3.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,21,12829.0,10.82034,12,2,0,57.65657,147.4421,4.0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
1,43,38819.31,11.6564,12,1,0,61.64558,149.9621,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1,44,22428.29,7.926134,16,2,0,67.88936,222.6143,4.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0
0,48,15189.38,9.340315,3,1,0,65.26684,159.9349,3.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0
4,42,142119.3,10.64974,12,1,0,64.71742,149.9483,4.0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
2,31,32306.62,11.34692,13,0,0,60.50225,179.9656,3.0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1
1,21,20838.47,13.30768,19,1,0,49.7983,130.0064,4.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
1,56,71507.95,9.477588,20,3,1,62.84987,172.4441,3.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1
2,68,31935.71,8.847661,18,1,0,62.87394,159.9349,4.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
3,20,43073.14,7.045836,12,2,0,61.27781,120.0035,4.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
0,19,27756.42,9.965984,15,1,0,70.00904,124.9643,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0,27,73006.35,3.916862,10,1,0,57.94447,184.9963,4.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1
1,53,12457.84,17.14776,18,1,0,64.71389,190.1737,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1
1,58,24495.84,8.867727,14,1,0,64.59202,230.1051,4.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0
2,58,62969.23,5.74758,10,1,1,58.18133,190.1599,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0
7,21,79611.89,12.68993,11,0,0,71.18005,184.9797,4.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1
0,87,65916.74,6.818286,9,0,0,60.96083,117.4872,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
2,33,33253.04,10.21912,15,1,0,62.45443,177.4945,4.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0
1,27,66840.39,11.76937,11,0,0,62.23643,187.4811,4.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0
1,18,69035.22,6.432641,11,2,0,62.83227,137.4684,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
1,30,36496.0,12.59274,14,0,0,67.34697,112.4551,4.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,80,36648.54,15.22905,10,1,1,66.82797,214.9663,4.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0
3,49,46876.55,10.56812,13,1,0,53.24081,142.4713,3.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
4,76,28372.0,7.005782,15,2,0,55.77968,179.9794,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
7,47,51223.48,11.63648,17,1,0,64.74166,232.624,4.0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0
6,31,48175.44,8.049492,15,2,0,50.30932,172.4871,3.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0
1,62,47939.14,8.316257,15,2,1,70.87866,204.9797,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0
4,59,42809.29,11.07912,9,0,0,66.70866,245.147,4.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0
1,62,13891.84,13.87881,13,1,1,42.12085,157.4698,4.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
4,35,25648.63,11.36686,14,1,0,60.30709,134.9509,4.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2,89,11989.27,12.01067,8,2,0,54.7709,142.4713,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
3,28,7215.61,13.68359,7,1,0,52.04568,139.965,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
1,25,23873.96,5.19746,12,0,0,56.24334,184.9963,3.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0
6,23,58670.53,14.73392,12,1,1,67.97714,117.4686,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
3,19,86234.35,9.911478,11,1,1,68.1959,207.4974,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0
2,31,16226.86,6.853036,10,2,3,66.03822,242.6326,4.0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0
0,33,94338.5,8.200976,14,1,1,56.19141,149.9776,4.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0
1,62,17059.86,10.60332,18,0,0,55.44991,207.4811,3.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
8,55,51059.78,9.143203,17,1,0,52.3927,137.4392,4.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
8,29,20516.44,11.78286,15,0,0,67.82028,159.9476,4.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
3,87,62916.19,12.29903,15,3,1,71.86794,144.9889,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
0,62,52994.02,5.186747,13,0,1,48.22395,192.4885,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1
0,28,27202.17,7.441818,12,2,2,57.2702,137.4686,2.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0
5,75,9875.52,11.23249,14,2,1,62.39405,207.6094,3.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0
0,60,21294.13,8.357857,16,1,0,46.12627,164.9889,3.0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1
1,60,25331.57,11.40933,14,0,0,69.93494,245.132,3.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1
0,32,26896.04,8.096864,15,0,0,58.57229,157.4698,4.0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
0,43,22246.04,7.605829,14,1,0,60.23312,172.4733,2.0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
2,46,42275.48,9.203141,20,0,0,59.26713,179.9476,3.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
10,83,38830.69,8.490236,10,1,0,37.52707,210.127,3.0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0
0,38,22649.13,12.02212,12,1,0,64.63082,187.4811,4.0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0
0,20,97729.46,14.77266,9,2,0,59.61692,149.9928,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1
4,33,10260.04,9.419488,7,0,1,64.03187,267.6647,3.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0
1,89,4492.36,8.853702,15,0,0,58.11303,232.6415,3.0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0
0,76,43741.92,11.68828,12,1,0,49.73125,179.9794,4.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0
3,33,3966.98,10.21363,14,3,0,62.46483,232.6228,4.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0
7,34,61023.12,7.279855,10,0,0,54.22814,232.6228,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0
1,67,27822.24,10.0308,13,2,0,44.83431,172.4871,3.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0
1,18,21051.88,8.387156,15,1,0,65.81421,137.4872,4.0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0
3,32,19379.79,13.84152,12,2,0,68.09161,252.624,4.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0
2,64,14644.85,9.882078,8,0,0,66.67389,235.1417,4.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0
0,74,21808.42,15.25952,15,1,1,55.84748,140.0013,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
0,48,63248.45,10.04811,11,2,0,58.96026,162.497,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0
3,31,14829.89,14.68473,9,0,0,58.4219,119.9897,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0
2,54,92291.31,10.77214,12,2,0,69.85281,164.9853,4.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1
0,69,30272.58,15.736,10,4,0,59.54349,252.6378,3.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0
2,58,49823.86,9.34555,9,0,0,68.10981,174.9755,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0
4,64,33985.54,17.81793,15,1,1,64.20102,265.147,4.0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0
3,18,72397.73,12.39937,8,3,0,66.80646,114.9509,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,89,7014.13,8.713419,6,1,0,59.84973,277.6375,4.0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0
3,19,16897.23,7.991076,16,1,0,64.49513,152.4579,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
1,40,56159.24,13.19852,18,0,1,68.98021,182.4433,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0
1,47,50395.77,11.41706,8,0,0,70.16029,92.45514,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,34,45021.58,9.031147,8,2,0,57.86469,127.4738,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
4,34,48804.01,9.649844,9,1,1,71.58148,162.4653,3.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
0,30,81148.39,5.163759,10,1,1,46.04792,137.4616,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
4,78,4115.32,11.45201,9,1,0,61.67004,169.9378,4.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1
0,54,59248.25,7.991317,9,1,0,59.40499,154.9755,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0
3,42,83543.98,13.06108,12,2,1,69.97252,129.9621,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,48,28836.94,5.251395,11,2,1,71.32593,262.6106,5.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1
5,68,7228.19,12.89005,15,2,1,65.52,192.4885,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0
1,34,52251.85,15.1921,13,1,0,62.6237,210.1051,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0
1,88,22324.49,9.576327,16,2,1,60.18256,184.9785,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
3,28,35299.63,6.213067,9,0,0,61.49796,200.1323,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
1,28,158549.3,11.11995,9,1,0,62.97217,165.0113,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
3,28,15535.84,13.16727,13,1,0,62.6093,169.9378,4.0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0
3,23,66034.48,10.30581,13,1,0,69.82129,162.497,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1
1,77,24997.36,7.471035,18,2,0,39.72823,112.4844,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
0,23,49372.8,7.789435,13,2,0,67.18365,159.9476,4.0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
1,56,13031.07,14.67012,15,1,1,56.37162,174.9755,3.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
1,82,83813.21,13.33731,9,1,0,39.62761,194.9768,4.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
3,81,19645.07,10.94239,12,2,0,69.62503,104.9629,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
1,44,79942.93,14.69877,13,1,0,66.57985,107.482,3.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
3,21,80492.82,12.64209,14,1,0,63.86178,162.4982,4.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
1,74,125568.9,14.07128,8,0,0,50.8968,202.6829,3.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0
1,85,23206.42,9.224662,13,1,1,55.70433,142.4827,4.0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1,61,50335.34,13.21238,15,1,0,71.86603,139.965,4.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0,39,69555.01,3.093001,11,0,0,67.20074,127.4783,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
1,32,39798.55,8.226943,12,1,0,63.85056,184.9785,4.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
4,56,11345.68,9.360835,13,5,0,66.27924,162.4538,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
0,59,19224.86,13.26643,10,0,0,64.72745,94.97283,4.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,80,14174.86,10.61778,12,1,0,63.71215,164.9647,3.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0
3,68,72757.38,12.09291,18,2,3,62.77605,242.6143,4.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0
1,48,25866.34,9.993283,12,0,1,67.35833,275.1336,3.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0
1,55,77381.71,11.57025,9,2,1,49.19446,127.525,4.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
8,38,65841.5,14.81549,9,1,1,49.42466,129.9483,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
0,86,128998.6,11.69295,15,2,0,56.92191,162.4689,3.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0
